job_id,job_role,company,experience,salary,location,rating,reviews,resposibilities,posted_on,job_link,company_link
20123006972.0,Opportunity For EUC Manager,HCLTech,15-20 Yrs,Not disclosed,Nagpur,3.8,18348 Reviews,Project Management,5 Days Ago,https://www.naukri.com/job-listings-opportunity-for-euc-manager-hcltech-nagpur-15-to-20-years-020123006972,https://www.naukri.com/hcltech-jobs-careers-460
271222005611.0,Customer Service Associate,Tech Mahindra,0-2 Yrs,"2,50,000 - 3,50,000 PA.","Temp. WFH - Noida, Kolkata, New Delhi, Hyderabad/Secunderabad, Pune, Jamshedpur, Delhi / NCR, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,21440 Reviews,"Bengali,International BPO,BPO,Customer Service,Non Voice Process,English Language,Annotation",10 Days Ago,https://www.naukri.com/job-listings-customer-service-associate-tech-mahindra-noida-kolkata-new-delhi-hyderabad-secunderabad-pune-jamshedpur-delhi-ncr-bangalore-bengaluru-mumbai-all-areas-0-to-2-years-271222005611,https://www.naukri.com/tech-mahindra-jobs-careers-1066
181122011227.0,Senior Customer Service Executive,Falck India,3-3 Yrs,"4,00,000 - 5,00,000 PA.",Gurgaon/Gurugram,3.9,24 Reviews,"Patient Care,customer service",4 Days Ago,https://www.naukri.com/job-listings-senior-customer-service-executive-falck-india-gurgaon-gurugram-3-to-3-years-181122011227,https://www.naukri.com/falck-india-jobs-careers-616599
70123006439.0,Head Quality Assurance,Mahindra Accelo Limited,7-10 Yrs,Not disclosed,"Pune, Kanhe, Pune",3.6,31 Reviews,"supplier development,8d analysis,ppap documentation",1 Day Ago,https://www.naukri.com/job-listings-head-quality-assurance-mahindra-accelo-limited-pune-kanhe-pune-7-to-10-years-070123006439,https://www.naukri.com/mahindra-intertrade-jobs-careers-144771
50123011154.0,OTC/ PTP/ RTR - PE& SPE& TL& Manager,Inspiration Manpower Consultancy,3-7 Yrs,"3,00,000 - 8,00,000 PA.",Bangalore/Bengaluru,,,"rtr,ptp,otc",2 Days Ago,https://www.naukri.com/job-listings-otc-ptp-rtr-pe-spe-tl-manager-inspiration-manpower-consultancy-bangalore-bengaluru-3-to-7-years-050123011154,https://www.naukri.com/inspiration-manpower-consultancy-jobs-careers-323295
40123007381.0,L1 Support Engineer,Teamware Solutions,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,4.1,263 Reviews,"sql scripting,Linux,Service now,zabbix,Genie,JIRA,Remedy,Root cause analysis",3 Days Ago,https://www.naukri.com/job-listings-l1-support-engineer-teamware-solutions-bangalore-bengaluru-1-to-4-years-040123007381,https://www.naukri.com/teamware-solutions-jobs-careers-11667
30123011118.0,Business Development Associate,Banzai Health,1-5 Yrs,"3,00,000 - 8,00,000 PA.",Ahmedabad,,,"Change Management,business development,revenue generation,Business Turnaround,cross selling,Strategic Planning,Process Re-engineering",5 Days Ago,https://www.naukri.com/job-listings-business-development-associate-banzai-health-ahmedabad-1-to-5-years-030123011118,https://www.naukri.com/banzai-health-jobs-careers-3917046
20123007131.0,EDI Mapping,Adecco Group,5-10 Yrs,"10,00,000 - 19,00,000 PA.",Bangalore/Bengaluru,,,"unix scripting,Innovis,Edi Mapping,EDI,TLE",6 Days Ago,https://www.naukri.com/job-listings-edi-mapping-adecco-group-bangalore-bengaluru-5-to-10-years-020123007131,https://www.naukri.com/adecco-group-jobs-careers-917
10123001528.0,Sr. Engineer-Maintenanace,Tex Corp,5-10 Yrs,"3,00,000 - 5,50,000 PA.",Gurgaon/Gurugram,3.6,52 Reviews,"stp,etp,Boiler,compressors",6 Days Ago,https://www.naukri.com/job-listings-sr-engineer-maintenanace-tex-corp-gurgaon-gurugram-5-to-10-years-010123001528,https://www.naukri.com/tex-corp-jobs-careers-1110248
30123907557.0,Azure DevOps Engineer,Hexaware Technologies,4-9 Yrs,Not disclosed,Pune,3.7,3172 Reviews,"Powershell,Arm Templates,Azure DevOps,IAAC,CICD,DevOps,Jenkins,GIT",4 Days Ago,https://www.naukri.com/job-listings-azure-devops-engineer-hexaware-technologies-pune-4-to-9-years-030123907557,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
60123608281.0,Territory Sales Incharge - Imphal West,Amul,1-2 Yrs,"5,00,000 - 6,50,000 PA.",Imphal,4.2,442 Reviews,"Distribution Management,Territory Sales,Product Promotion,Market Penetration,Sales Planning,Territory Management",1 Day Ago,https://www.naukri.com/job-listings-territory-sales-incharge-imphal-west-gujarat-cooperative-milk-marketing-federation-ltd-imphal-1-to-2-years-060123608281,https://www.naukri.com/amul-jobs-careers-490
60123005766.0,Opening For Plant Operator (Caustic Soda Plant) - Hydrogen Filling,Priserve Infrastructure,2-7 Yrs,Not disclosed,"Bharuch, Dahej",3.4,21 Reviews,"Caustic,Flakes,Operations,Commissioning",2 Days Ago,https://www.naukri.com/job-listings-opening-for-plant-operator-caustic-soda-plant-hydrogen-filling-priserve-infrastructure-bharuch-dahej-2-to-7-years-060123005766,https://www.naukri.com/priserve-infrastructure-jobs-careers-992792
30123005037.0,Sourcing Head,Symbiosis Management Consultants,15-24 Yrs,Not disclosed,"Delhi / NCR, Punjab",,,"strategic sourcing,vendor management,Procurement,Purchase,Global Sourcing",5 Days Ago,https://www.naukri.com/job-listings-sourcing-head-symbiosis-management-consultants-delhi-ncr-punjab-15-to-24-years-030123005037,https://www.naukri.com/symbiosis-management-consultants-jobs-careers-126328
301222006939.0,Utkarsh Small Finance Bank - Sales Executive,Next Learn Technologies,1-3 Yrs,"2,00,000 - 4,00,000 PA.","Shimoga/Shivamogga, Mapusa",,,"Direct Sales,Banking Sales,Sales,Field Sales,Casa Sales,Territory Sales,Retail Sales,Telecom Sales",9 Days Ago,https://www.naukri.com/job-listings-utkarsh-small-finance-bank-sales-executive-next-learn-technologies-shimoga-shivamogga-mapusa-1-to-3-years-301222006939,https://www.naukri.com/next-learn-technologies-jobs-careers-6567940
70322009675.0,Senior Software Developer (Back Office) in a leading Stock Broking MNC,Fortune Human Capital (P) Ltd,4-9 Yrs,"8,00,000 - 18,00,000 PA.","Mumbai, Bangalore/Bengaluru, Delhi / NCR",,,"Asp .Net,Back Office,SQL Developer,C#,T-SQL,Unit Testing,VAPT,HTML",8 Days Ago,https://www.naukri.com/job-listings-senior-software-developer-back-office-in-a-leading-stock-broking-mnc-fortune-human-capital-p-ltd-mumbai-bangalore-bengaluru-delhi-ncr-4-to-9-years-070322009675,https://www.naukri.com/fortune-human-capital-jobs-careers-828221
151222008721.0,WFH - Telecalling Executive,Simple Things,0-5 Yrs,"1,25,000 - 1,50,000 PA.",Permanent Remote,,,"Telecalling,Customer Service,Domestic BPO,Voice Process",5 Days Ago,https://www.naukri.com/job-listings-wfh-telecalling-executive-simple-things-indore-0-to-5-years-151222008721,https://www.naukri.com/simple-things-jobs-careers-5529846
311222003660.0,Sr. Engineer Design,Elecon Engineering,2-6 Yrs,Not disclosed,"Pune, Anand, Bangalore/Bengaluru, Vadodara",4.1,250 Reviews,"Design,mechanical,industrial gear box",7 Days Ago,https://www.naukri.com/job-listings-sr-engineer-design-elecon-engineering-company-ltd-pune-anand-bangalore-bengaluru-vadodara-baroda-2-to-6-years-311222003660,https://www.naukri.com/elecon-engineering-jobs-careers-124276
30123006037.0,Chemical Analysis,JOB Junction India.com,0-1 Yrs,Not disclosed,Bangalore/Bengaluru,,,"Chemical engineering,Chemical Analysis,Chemical,Analysis,Chemical Research,AutoCAD,testing,Industrial Product",5 Days Ago,https://www.naukri.com/job-listings-chemical-analysis-junction-india-com-bangalore-bengaluru-0-to-1-years-030123006037,https://www.naukri.com/job-junction-india-jobs-careers-1081950
60123905908.0,Product Owner Senior Manager,Accenture,11-15 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, delhi ncr",4.1,32151 Reviews,"Product management,Market analysis,Change management,Agile,Analytics,Business process,Strategy consulting,Interpersonal skills",2 Days Ago,https://www.naukri.com/job-listings-product-owner-senior-manager-accenture-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-11-to-15-years-060123905908,https://www.naukri.com/accenture-jobs-careers-7682
30822009182.0,Sr Technology consultant,Data Intensity,4-9 Yrs,"6,00,000 - 14,00,000 PA.",Hybrid - Hyderabad/Secunderabad,3.8,26 Reviews,"Oracle OIC,PL / SQL,UNIX Shell Scripting,Unix Shell scripts,verbal,BI Publisher Reports,written communication,Oracle E - Business Suite",2 Days Ago,https://www.naukri.com/job-listings-sr-technology-consultant-data-intensity-hyderabad-secunderabad-4-to-9-years-030822009182,https://www.naukri.com/data-intensity-jobs-careers-498703
81222007605.0,Software Engineer II - Python & Django,Modivcare Labs,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,,,"python,django,AWS,memcache,Scrum,DynamoDB,Celery,NOSQL",2 Days Ago,https://www.naukri.com/job-listings-software-engineer-ii-python-django-modivcare-labs-bangalore-bengaluru-5-to-10-years-081222007605,https://www.naukri.com/modivcare-labs-jobs-careers-6658367
70123006859.0,Area Sales Manager - Ghaziabad,CenturyPly,4-9 Yrs,"6,00,000 - 10,00,000 PA.",Ghaziabad,4.1,530 Reviews,Project sales,1 Day Ago,https://www.naukri.com/job-listings-area-sales-manager-ghaziabad-centuryply-ghaziabad-4-to-9-years-070123006859,https://www.naukri.com/centuryply-jobs-careers-74548
271021000478.0,Senior Manager / Asst. General Manager - Planning,Apco Infratech,10-20 Yrs,Not disclosed,"Delhi / NCR, Uttar Pradesh",3.9,612 Reviews,"Highway Construction,Project Management,Planning",5 Days Ago,https://www.naukri.com/job-listings-senior-manager-asst-general-manager-planning-apco-infratech-delhi-ncr-uttar-pradesh-10-to-20-years-271021000478,https://www.naukri.com/apco-infratech-jobs-careers-636821
161222008523.0,Front Desk Executive / Receptionist - Female,RK Hr Management,1-4 Yrs,"2,00,000 - 3,50,000 PA.",Ahmedabad(Tragad),,,"Front Office,Microsoft Office Suite,Front Desk,receptionist,Receptionist Activities,front desk executive,update calendars,Front Office Operations",10 Days Ago,https://www.naukri.com/job-listings-front-desk-executive-receptionist-female-rk-hr-management-ahmedabad-1-to-4-years-161222008523,https://www.naukri.com/rk-hr-management-jobs-careers-718989
291222501623.0,QA Engineer,Element6 Learning Solutions,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,,,"testing,Scrum,software quality assurance,white box,SQL,Agile,black box testing,Agile scrum",9 Days Ago,https://www.naukri.com/job-listings-qa-engineer-element6-learning-solutions-bangalore-bengaluru-3-to-5-years-291222501623,https://www.naukri.com/element6-learning-solutions-jobs-careers-5297692
60123008332.0,SAP BO Consultant,Mindtree,5-7 Yrs,Not disclosed,"Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Coimbatore, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",4.1,3760 Reviews,"SAP BO,PL / SQL,Oracle SQL,SAP Business Objects 4 x ( Information Design Tool,Universe Design Tool,Web Intelligence,SAP BO Administration,SAP BO Dashboards",2 Days Ago,https://www.naukri.com/job-listings-sap-bo-consultant-mindtree-kolkata-hyderabad-secunderabad-pune-chennai-coimbatore-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-7-years-060123008332,https://www.naukri.com/mindtree-jobs-careers-30528
291222905402.0,React Native Developer / Mobile App Developer,Glizzykart,1-3 Yrs,Not disclosed,Noida,,,"Mobile App Development,React Native,Enzyme,Redux,React js,HTML,UI / UX,CSS",10 Days Ago,https://www.naukri.com/job-listings-react-native-developer-mobile-app-developer-glizzykart-private-limited-noida-1-to-3-years-291222905402,https://www.naukri.com/glizzykart-jobs-careers-123622171
20123001485.0,Network Engineer- Mumbai,PES Hr Services A Div Of Amal Infosystems,5-7 Yrs,"7,00,000 - 10,00,000 PA.","Mumbai(Mumbai Central), Mumbai (All Areas)",,,"Networking,WAN,Security Management,CCNA,CCNP,Cisco",6 Days Ago,https://www.naukri.com/job-listings-network-engineer-mumbai-pes-hr-services-a-div-of-amal-infosystems-mumbai-mumbai-all-areas-5-to-7-years-020123001485,https://www.naukri.com/pes-hr-services-a-div-of-amal-infosystems-jobs-careers-3077404
40123008733.0,C++ Developer,Tekpillar,5-9 Yrs,"15,00,000 - 30,00,000 PA.","Hybrid - Pune, Bangalore/Bengaluru",,,"C++11,ADAS,C++ Developer,Embedded C++,C++14,C,ROS Knowledge,Autosar",3 Days Ago,https://www.naukri.com/job-listings-c-developer-tekpillar-pune-bangalore-bengaluru-5-to-9-years-040123008733,https://www.naukri.com/tekpillar-jobs-careers-5470646
60123502302.0,Embedded Hardware Associate,Repos Energy India,1-3 Yrs,Not disclosed,Pune,4.0,46 Reviews,"Wireless communication,Simulation,RF,Testing tools,Circuit designing,Hardware,analog circuit design,PCB designing",1 Day Ago,https://www.naukri.com/job-listings-embedded-hardware-associate-repos-energy-india-private-limited-pune-1-to-3-years-060123502302,https://www.naukri.com/repos-energy-india-jobs-careers-5430710
70123004992.0,Medical coder,Blue Chip Hr Solutions,1-6 Yrs,"2,50,000 - 7,50,000 PA.",Chennai,,,"Medical coding,CPC",1 Day Ago,https://www.naukri.com/job-listings-medical-coder-blue-chip-hr-solutions-chennai-1-to-6-years-070123004992,https://www.naukri.com/blue-chip-hr-solutions-jobs-careers-3865878
40123010233.0,SAP GRC Consultant,SRS Infoway,4-9 Yrs,"8,00,000 - 16,00,000 PA.",Chennai,4.1,33 Reviews,SAP GRC,4 Days Ago,https://www.naukri.com/job-listings-sap-grc-consultant-srs-infoway-chennai-4-to-9-years-040123010233,https://www.naukri.com/srs-infoway-jobs-careers-1572268
311222902061.0,Zoho Developer - Gurgaon,2coms,1-6 Yrs,Not disclosed,Gurgaon/Gurugram,,,"Deluge API,Zoho CRM,Zoho,Zoho Inventory,Zoho Books,Zoho People,Deluge,Zoho One",8 Days Ago,https://www.naukri.com/job-listings-zoho-developer-gurgaon-2coms-gurgaon-gurugram-1-to-6-years-311222902061,https://www.naukri.com/2coms-jobs-careers-734634
50123006940.0,Hiring For International BPO | International Voice Process | Gurgaon,Planet Recruiters,0-5 Yrs,"3,00,000 - 3,75,000 PA.","Gurgaon/Gurugram, Delhi / NCR",,,"Customer Support,International BPO,International Voice Process,Customer Service,Encore,Fareportal,Sitel,IGT",3 Days Ago,https://www.naukri.com/job-listings-hiring-for-international-bpo-international-voice-process-gurgaon-planet-gurgaon-gurugram-delhi-ncr-0-to-5-years-050123006940,https://www.naukri.com/planet-recruiter-jobs-careers-3551808
70123500507.0,Insights Assoc Analyst,Pepsi Foods,1-3 Yrs,Not disclosed,Hyderabad/Secunderabad,4.5,39 Reviews,"Business process,Content management,Business reporting,Workflow,Project planning,Operations,Analytics,Monitoring",1 Day Ago,https://www.naukri.com/job-listings-insights-assoc-analyst-pepsi-foods-priv-limited-hyderabad-secunderabad-1-to-3-years-070123500507,https://www.naukri.com/pepsi-foods-jobs-careers-3591376
50123004466.0,Rivera hiring For Infosys/Service help desk/Technical support/Sal 3.5,Rivera Manpower Services,1-3 Yrs,"50,000 - 3,00,000 PA.",Bangalore/Bengaluru,,,"O365,System Administration,technical support,service desk,international voice process,Ticketing,Desktop Administration,Tcs",3 Days Ago,https://www.naukri.com/job-listings-rivera-hiring-for-infosys-service-help-desk-technical-support-sal-3-5-rivera-manpower-services-bangalore-bengaluru-1-to-3-years-050123004466,https://www.naukri.com/rivera-manpower-services-jobs-careers-295977
20123001405.0,Purchase Manager,Arrime India,5-10 Yrs,Not disclosed,Gurgaon/Gurugram,,,"Procurement,Purchase Management,Packaging",6 Days Ago,https://www.naukri.com/job-listings-purchase-manager-arrime-india-gurgaon-gurugram-5-to-10-years-020123001405,https://www.naukri.com/arrime-india-jobs-careers-6596830
60123010911.0,Unified Functional Testing/UFT Automation Testing,Capgemini,5-9 Yrs,Not disclosed,"Temp. WFH - Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.9,23786 Reviews,"Unified Functional Testing,automation testing,VB SCRIPT,Uft Testing,Hp Alm,UFT,object - oriented automation,communication",2 Days Ago,https://www.naukri.com/job-listings-unified-functional-testing-uft-automation-testing-capgemini-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-mumbai-all-areas-5-to-9-years-060123010911,https://www.naukri.com/capgemini-jobs-careers-649
70123500113.0,Operations Senior Manager,Wells Fargo,10-13 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",4.2,3480 Reviews,"Process automation,remediation,Kaizen,Staffing,MIS,Process improvement,Continuous improvement,Operations",1 Day Ago,https://www.naukri.com/job-listings-operations-senior-manager-wells-fargo-india-solutions-pvt-ltd-hyderabad-secunderabad-chennai-bangalore-bengaluru-10-to-13-years-070123500113,https://www.naukri.com/wells-fargo-jobs-careers-135571
70123501232.0,Mechanical Engineer,Siemens Gamesa Renewable Energy,3-4 Yrs,Not disclosed,Bangalore/Bengaluru,4.3,657 Reviews,"Training,Finished products,CAD,Mechanical,Siemens,System design,Mechanical design,Operations",1 Day Ago,https://www.naukri.com/job-listings-mechanical-engineer-siemens-gamesa-bangalore-bengaluru-3-to-4-years-070123501232,https://www.naukri.com/siemens-gamesa-renewable-energy-jobs-careers-362697
311022001513.0,Showroom Manager,A H International,1-3 Yrs,"1,75,000 - 3,75,000 PA.",Jaipur,3.0,4 Reviews,"showroom management,Effective Communication,communication skills,Interpersonal Skills",4 Days Ago,https://www.naukri.com/job-listings-showroom-manager-a-h-international-jaipur-1-to-3-years-311022001513,https://www.naukri.com/a-h-international-jobs-careers-123516133
291222500033.0,Assistant Manager - Debt Management Services - Cards,BAJAJ FINSERVE,1-5 Yrs,Not disclosed,Mysore/Mysuru,4.0,5169 Reviews,"debt collection,Interpersonal skills,Legal,Manual,Management,Debt management,Monitoring,Auditing",9 Days Ago,https://www.naukri.com/job-listings-assistant-manager-debt-management-services-cards-bajaj-finserv-ltd-mysore-mysuru-1-to-5-years-291222500033,https://www.naukri.com/bajaj-finserve-jobs-careers-49075
301222913556.0,Java Full Stack Development Application Developer,Accenture,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,4.1,32129 Reviews,"Business process,Analytical skills,Coding,Consulting,Deployment,communication,Java,analytical",8 Days Ago,https://www.naukri.com/job-listings-java-full-stack-development-application-developer-accenture-bangalore-bengaluru-4-to-6-years-301222913556,https://www.naukri.com/accenture-jobs-careers-7682
50123911877.0,Sr. Technical Consultant - LMS level III,Varite India Pvt. Ltd.,6-9 Yrs,Not disclosed,Bangalore/Bengaluru,,,"Learning Management System,captivate,lms,advisory services,learning management,program management,web technologies,professional services",3 Days Ago,https://www.naukri.com/job-listings-sr-technical-consultant-lms-level-iii-varite-india-pvt-ltd-bangalore-bengaluru-6-to-9-years-050123911877,https://www.naukri.com/varite-jobs-careers-82233
70123006070.0,Branch Banking - Calling For Women Candidates,Hdfc Bank,1-6 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas), rajasthan",4.0,39143 Reviews,"Customer Service,Sales,Relationship Management",1 Day Ago,https://www.naukri.com/job-listings-branch-banking-calling-for-women-candidates-hdfc-bank-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-rajasthan-1-to-6-years-070123006070,https://www.naukri.com/hdfc-bank-jobs-careers-213
20123000944.0,Zonal Marketing Coordinator,DTDC Express,0-1 Yrs,Not disclosed,Bangalore/Bengaluru,3.9,1868 Reviews,"competitor analysis,corporate marketing,channel partners",6 Days Ago,https://www.naukri.com/job-listings-zonal-marketing-coordinator-dtdc-express-bangalore-bengaluru-0-to-1-years-020123000944,https://www.naukri.com/dtdc-express-jobs-careers-337
40123007732.0,Qa Engineer,Elixr Labs Technologies,4-8 Yrs,"10,00,000 - 15,00,000 PA.","Hybrid - Kochi/Cochin, Trivandrum/Thiruvananthapuram",4.8,5 Reviews,"manual testing,qa,istqb,bug tracking,quality assurance engineering,api testing",4 Days Ago,https://www.naukri.com/job-listings-qa-engineer-elixr-labs-technologies-kochi-cochin-trivandrum-thiruvananthapuram-4-to-8-years-040123007732,https://www.naukri.com/elixr-labs-technologies-jobs-careers-6290168
81222604887.0,Territory Sales Manager-Agency | Life Insurance-Rajkot,Lavya Associates,5-10 Yrs,"6,50,000 - 9,00,000 PA.",Rajkot,,,"tied,agency channel,bfsi,agency,team handling,advisors,training,branch management",6 Days Ago,https://www.naukri.com/job-listings-territory-sales-manager-agency-life-insurance-rajkot-lavya-associates-rajkot-5-to-10-years-081222604887,https://www.naukri.com/lavya-associates-hr-services-jobs-careers-932996
60123500888.0,PEGA - TECHNOLOGY SPECIALIST,Coforge,6-7 Yrs,Not disclosed,Hyderabad/Secunderabad,3.8,1103 Reviews,"HTML,pega,XML,Java,SQL,JavaScript,HTML;Javascript,Content management",1 Day Ago,https://www.naukri.com/job-listings-pega-technology-specialist-coforge-hyderabad-secunderabad-6-to-7-years-060123500888,https://www.naukri.com/coforge-jobs-careers-24468
